Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Frequently,179,Research & Development,16,3,Medical,1,738,2,Male,34,1,5,Sales Executive,4.0,Single,12864.0,23082,3,Y,No,21,3,2,80,3,17,5,4,23,14,4,0
22,Yes,Travel_Rarely,1048,Sales,9,5,Other,1,739,4,Female,82,3,2,Sales Executive,3.0,Single,7566.0,14889,1,Y,No,15,3,3,80,0,5,6,1,18,3,8,8
46,No,Travel_Rarely,789,Research & Development,13,1,Medical,1,740,2,Male,95,1,5,Sales Representative,4.0,Married,10080.0,19094,4,Y,No,24,3,2,80,3,22,5,1,16,16,5,11
21,No,Travel_Rarely,122,Sales,28,2,Technical Degree,1,741,3,Female,91,1,4,Research Scientist,4.0,Divorced,6097.0,22993,7,Y,No,24,3,3,80,2,27,5,3,4,12,9,6
27,No,Travel_Rarely,667,Research & Development,27,1,Life Sciences,1,742,3,Female,52,1,4,Research Director,1.0,Single,17393.0,23669,1,Y,Yes,21,3,2,80,0,40,4,1,3,10,9,16
34,No,Travel_Rarely,1309,Research & Development,19,4,Life Sciences,1,743,4,Male,73,1,1,Manager,2.0,Single,17559.0,24252,8,Y,No,16,3,1,80,1,12,0,2,21,3,2,9
27,No,Travel_Rarely,1347,Research & Development,20,4,Medical,1,744,3,Male,81,2,4,Manufacturing Director,3.0,Single,3072.0,17956,6,Y,No,18,3,4,80,2,24,6,1,9,6,7,5
34,Yes,Travel_Rarely,928,Research & Development,17,5,Other,1,745,2,Male,75,4,5,Human Resources,2.0,Married,9312.0,21099,5,Y,Yes,14,3,3,80,2,6,0,3,20,18,12,6
37,No,Travel_Rarely,1453,Sales,6,2,Human Resources,1,746,3,Male,48,3,5,Research Director,2.0,Married,12640.0,14527,7,Y,No,21,4,2,80,1,1,3,4,24,6,8,13
41,Yes,Travel_Frequently,280,Sales,4,3,Other,1,747,3,Female,76,3,5,Laboratory Technician,4.0,Married,2134.0,20571,1,Y,Yes,13,3,3,80,2,15,6,2,5,13,1,10
22,No,Travel_Frequently,1237,Research & Development,1,2,Life Sciences,1,748,2,Male,81,1,3,Laboratory Technician,2.0,Married,3650.0,21654,4,Y,No,19,3,4,80,2,1,3,1,29,15,8,1
51,No,Travel_Rarely,1184,Research & Development,18,1,Technical Degree,1,749,3,Male,53,4,4,Manufacturing Director,1.0,Married,18822.0,9578,3,Y,No,13,3,1,80,2,35,6,2,28,8,3,0
23,Yes,Travel_Frequently,1452,Sales,19,4,Marketing,1,750,4,Male,46,1,2,Human Resources,3.0,Divorced,11244.0,14502,7,Y,Yes,21,3,4,80,3,1,4,4,10,1,7,9
19,No,Travel_Rarely,1006,Research & Development,9,1,Life Sciences,1,751,2,Female,75,2,4,Human Resources,2.0,Single,13803.0,22048,0,Y,Yes,18,3,2,80,2,37,0,1,10,15,4,11
30,No,Travel_Rarely,770,Research & Development,13,5,Marketing,1,752,2,Male,93,4,4,Healthcare Representative,3.0,Divorced,19027.0,19544,2,Y,No,20,3,2,80,2,9,6,2,26,4,12,8
60,No,Travel_Frequently,292,Research & Development,8,4,Life Sciences,1,753,1,Male,57,4,3,Human Resources,2.0,Single,9871.0,20624,9,Y,Yes,22,3,3,80,0,13,3,3,18,11,5,10
60,No,Travel_Rarely,1325,Sales,23,3,Life Sciences,1,754,1,Male,79,4,4,Manager,3.0,Single,4120.0,2799,7,Y,Yes,15,4,1,80,1,26,6,3,21,14,3,0
28,No,Travel_Rarely,1437,Sales,13,4,Marketing,1,755,2,Female,93,4,1,Research Director,3.0,Married,2699.0,20836,4,Y,Yes,19,3,1,80,3,14,2,4,27,2,4,9
40,Yes,Travel_Rarely,809,Sales,15,2,Other,1,756,2,Male,57,1,5,Research Director,3.0,Married,16749.0,15619,3,Y,Yes,13,3,2,80,3,20,5,4,3,8,11,10
33,Yes,Travel_Rarely,1160,Research & Development,11,2,Life Sciences,1,757,1,Female,85,2,5,Sales Representative,2.0,Divorced,16103.0,22012,5,Y,Yes,20,4,3,80,1,11,5,4,36,6,0,2
48,Yes,Travel_Frequently,480,Research & Development,12,4,Life Sciences,1,758,4,Male,88,4,3,Manufacturing Director,1.0,Married,16884.0,5906,4,Y,No,20,3,4,80,3,32,0,1,18,3,14,15
28,No,Travel_Frequently,488,Research & Development,14,5,Medical,1,759,3,Male,34,3,5,Manufacturing Director,3.0,Divorced,10165.0,13746,2,Y,No,18,3,4,80,3,39,5,4,16,8,11,9
33,No,Travel_Frequently,338,Human Resources,4,2,Life Sciences,1,760,3,Male,83,3,1,Manager,4.0,Single,17673.0,22246,4,Y,Yes,24,3,2,80,3,21,5,1,39,14,2,1
25,No,Travel_Frequently,717,Research & Development,1,2,Medical,1,761,3,Male,73,2,3,Human Resources,4.0,Single,5455.0,24456,3,Y,Yes,23,3,2,80,0,37,2,2,35,6,13,3
21,No,Travel_Rarely,384,Research & Development,24,3,Medical,1,762,2,Male,71,3,2,Sales Representative,4.0,Single,11167.0,4413,0,Y,No,23,3,4,80,0,17,1,3,22,10,3,15
57,No,Travel_Rarely,102,Research & Development,4,4,Life Sciences,1,763,4,Male,86,1,5,Healthcare Representative,1.0,Divorced,3817.0,10257,0,Y,Yes,17,3,4,80,3,1,4,2,27,18,0,5
21,No,Travel_Rarely,565,Sales,19,2,Medical,1,764,1,Female,76,1,4,Healthcare Representative,3.0,Married,6411.0,23699,6,Y,No,22,3,4,80,1,28,3,3,10,10,12,10
42,No,Travel_Rarely,1355,Human Resources,9,5,Marketing,1,765,4,Male,54,2,1,Research Director,1.0,Married,2973.0,2303,3,Y,Yes,17,3,3,80,1,6,1,4,13,0,2,16
20,No,Travel_Rarely,1068,Research & Development,10,1,Other,1,766,4,Male,73,4,1,Manager,3.0,Single,18215.0,6928,0,Y,Yes,24,3,1,80,0,30,3,2,12,12,3,14
49,No,Non-Travel,273,Sales,4,4,Life Sciences,1,767,3,Female,44,3,5,Sales Executive,1.0,Single,10638.0,21285,5,Y,Yes,21,3,2,80,0,40,1,2,23,12,15,3
20,No,Travel_Rarely,1212,Research & Development,20,3,Life Sciences,1,768,1,Male,80,3,2,Sales Executive,3.0,Married,3070.0,14540,0,Y,Yes,20,3,2,80,2,17,5,4,15,1,15,7
44,No,Travel_Rarely,1248,Sales,9,2,Medical,1,769,4,Female,82,2,4,Human Resources,4.0,Married,4874.0,6056,7,Y,No,19,3,3,80,0,8,3,2,27,16,13,17
46,No,Travel_Rarely,944,Research & Development,13,5,Marketing,1,770,1,Female,63,2,2,Research Director,3.0,Married,5303.0,15122,8,Y,Yes,22,3,4,80,3,7,4,1,29,18,15,13
49,No,Travel_Rarely,1423,Research & Development,12,4,Life Sciences,1,771,2,Male,37,3,2,Manager,1.0,Married,15180.0,20868,2,Y,No,18,3,3,80,0,32,0,3,40,14,13,1
36,No,Travel_Frequently,791,Human Resources,11,5,Life Sciences,1,772,3,Female,99,4,5,Sales Executive,3.0,Divorced,13974.0,23997,6,Y,No,13,3,4,80,2,4,2,4,38,18,8,15
38,No,Travel_Rarely,676,Human Resources,12,5,Life Sciences,1,773,1,Male,50,2,4,Research Scientist,2.0,Single,,13811,4,Y,No,24,3,2,80,2,13,1,1,26,9,2,14
22,No,Travel_Rarely,266,Sales,18,3,Medical,1,774,2,Male,36,1,5,Laboratory Technician,3.0,Married,16660.0,6888,2,Y,Yes,23,3,1,80,1,12,2,1,16,9,10,5
35,No,Travel_Frequently,484,Research & Development,12,4,Life Sciences,1,775,2,Male,85,3,5,Laboratory Technician,4.0,Married,17470.0,18323,4,Y,Yes,16,3,3,80,1,10,2,4,25,8,15,8
45,No,Travel_Rarely,310,Sales,16,2,Medical,1,776,2,Male,78,2,1,Research Scientist,3.0,Married,3168.0,4538,9,Y,No,21,3,4,80,3,19,3,2,6,18,2,11
59,No,Travel_Rarely,325,Research & Development,5,3,Life Sciences,1,777,4,Male,71,2,5,Research Scientist,2.0,Married,13831.0,12869,6,Y,Yes,16,4,2,80,0,22,0,3,34,10,3,9
39,No,Travel_Rarely,104,Research & Development,20,2,Medical,1,778,4,Male,52,2,3,Manager,2.0,Divorced,4196.0,10426,6,Y,No,15,3,1,80,2,26,3,1,14,5,8,6
38,No,Travel_Frequently,473,Research & Development,25,1,Other,1,779,3,Male,81,3,4,Sales Representative,2.0,Married,8144.0,26961,8,Y,No,13,3,3,80,2,14,2,2,15,1,8,4
23,No,Travel_Rarely,712,Research & Development,12,5,Medical,1,780,3,Male,82,1,1,Manufacturing Director,1.0,Single,14517.0,21342,7,Y,No,19,3,3,80,1,29,5,4,20,9,0,7
18,No,Travel_Frequently,217,Research & Development,21,1,Life Sciences,1,781,2,Male,45,1,4,Sales Executive,2.0,Single,1798.0,22655,3,Y,Yes,17,3,2,80,1,15,6,4,16,14,14,11
22,Yes,Travel_Frequently,1395,Research & Development,25,5,Medical,1,782,3,Male,66,3,1,Manager,,Married,18956.0,4701,4,Y,No,14,4,3,80,0,39,4,3,25,4,7,0
58,No,Travel_Rarely,548,Human Resources,11,3,Life Sciences,1,783,4,Male,47,2,3,Sales Representative,,Married,2331.0,22414,4,Y,No,16,4,2,80,2,17,0,4,34,17,9,9
29,No,Non-Travel,1493,Human Resources,9,2,Life Sciences,1,784,3,Male,49,3,5,Manufacturing Director,1.0,Single,14396.0,21395,9,Y,No,15,3,3,80,1,22,0,3,19,6,12,10
43,No,Travel_Frequently,1378,Sales,18,2,Other,1,785,1,Male,75,3,1,Manager,2.0,Single,7682.0,20696,1,Y,No,11,3,1,80,0,35,5,4,19,2,0,4
51,No,Travel_Frequently,1442,Research & Development,25,3,Medical,1,786,4,Male,31,2,1,Human Resources,2.0,Married,18895.0,20275,6,Y,No,12,3,1,80,0,37,2,4,22,15,1,12
31,No,Travel_Frequently,516,Human Resources,3,4,Life Sciences,1,787,2,Female,92,3,1,Manufacturing Director,3.0,Married,8125.0,11262,6,Y,No,11,3,3,80,0,7,3,1,4,16,9,17
43,No,Travel_Rarely,1220,Sales,20,1,Life Sciences,1,788,2,Female,32,4,3,Manufacturing Director,2.0,Single,19052.0,4667,8,Y,No,19,3,2,80,1,38,5,2,8,1,10,9
44,No,Travel_Rarely,993,Research & Development,17,1,Medical,1,789,3,Male,75,1,4,Healthcare Representative,3.0,Married,10516.0,21067,8,Y,No,19,3,4,80,1,28,4,1,22,15,4,16
26,Yes,Travel_Rarely,1149,Sales,14,2,Medical,1,790,4,Female,78,4,3,Laboratory Technician,2.0,Single,4071.0,5377,3,Y,No,15,3,3,80,1,11,1,3,17,0,10,3
43,No,Travel_Rarely,764,Research & Development,1,2,Life Sciences,1,791,2,Male,30,4,1,Research Scientist,2.0,Divorced,19463.0,12085,4,Y,Yes,18,3,4,80,3,17,3,1,28,13,12,8
39,No,Travel_Rarely,1175,Sales,17,2,Medical,1,792,2,Male,51,4,1,Human Resources,3.0,Single,11877.0,19939,6,Y,No,20,3,2,80,3,18,0,4,10,15,14,17
47,No,Travel_Frequently,819,Research & Development,25,3,Other,1,793,4,Female,43,3,5,Sales Executive,,Married,3562.0,22895,9,Y,No,14,3,4,80,3,35,5,4,7,8,10,15
60,No,Travel_Frequently,1460,Sales,27,4,Medical,1,794,4,Male,74,2,3,Healthcare Representative,1.0,Married,18437.0,2807,6,Y,Yes,11,3,3,80,1,32,3,2,26,16,13,6
34,Yes,Travel_Rarely,1204,Research & Development,8,1,Marketing,1,795,2,Female,35,3,3,Healthcare Representative,4.0,Single,10988.0,20901,9,Y,No,23,3,1,80,1,4,1,3,1,7,15,11
43,No,Travel_Frequently,1152,Human Resources,5,5,Life Sciences,1,796,3,Male,94,1,2,Research Director,3.0,Married,6966.0,25698,7,Y,No,23,3,2,80,3,38,6,4,22,8,15,3
53,Yes,Travel_Frequently,372,Research & Development,5,3,Medical,1,797,3,Male,50,3,4,Manager,1.0,Single,12736.0,3984,7,Y,Yes,14,3,1,80,2,27,6,2,20,1,11,11
18,No,Travel_Rarely,663,Research & Development,9,1,Other,1,798,3,Male,33,3,2,Manager,2.0,Married,5587.0,22045,1,Y,Yes,17,3,1,80,2,25,4,2,9,12,12,11
25,Yes,Travel_Rarely,905,Research & Development,3,4,Medical,1,799,1,Male,32,3,2,Manager,3.0,Married,6630.0,7469,8,Y,No,21,3,1,80,2,20,6,4,37,0,5,3
52,No,Travel_Rarely,348,Sales,19,3,Medical,1,800,4,Male,59,3,4,Manufacturing Director,3.0,Single,2975.0,17673,3,Y,No,12,3,3,80,2,22,6,4,3,6,1,11
32,No,Travel_Frequently,488,Sales,23,1,Marketing,1,801,2,Male,60,4,5,Sales Executive,2.0,Single,11557.0,11964,0,Y,No,12,3,2,80,3,20,5,3,20,17,9,7
39,No,Travel_Rarely,803,Human Resources,9,3,Life Sciences,1,802,1,Female,63,2,5,Laboratory Technician,2.0,Married,14873.0,20625,0,Y,Yes,16,3,4,80,0,10,4,2,36,4,4,2
31,No,Travel_Rarely,660,Research & Development,22,1,Life Sciences,1,803,3,Male,49,1,4,Manager,2.0,Single,19643.0,11203,4,Y,Yes,19,3,1,80,0,38,1,2,11,6,2,15
43,No,Travel_Rarely,1074,Sales,18,1,Life Sciences,1,804,1,Male,83,1,4,Healthcare Representative,2.0,Married,12688.0,12810,6,Y,No,13,3,4,80,2,15,1,2,13,11,6,1
45,No,Travel_Frequently,1486,Research & Development,16,4,Human Resources,1,805,2,Male,54,1,3,Sales Executive,4.0,Single,15984.0,20284,4,Y,No,17,3,2,80,1,32,6,3,19,16,11,5
40,No,Travel_Frequently,1085,Sales,1,5,Medical,1,806,2,Female,44,3,3,Healthcare Representative,3.0,Divorced,15176.0,17911,2,Y,No,20,3,2,80,2,26,2,2,7,4,11,16
31,Yes,Travel_Rarely,453,Sales,2,4,Medical,1,807,4,Male,67,1,3,Research Scientist,2.0,Married,3023.0,6145,6,Y,No,24,3,4,80,2,0,0,1,26,11,0,11
41,No,Non-Travel,1381,Human Resources,14,1,Life Sciences,1,808,3,Male,52,4,3,Sales Executive,2.0,Married,5633.0,10845,0,Y,No,19,3,4,80,0,15,2,1,36,18,4,8
19,No,Travel_Frequently,1347,Research & Development,14,3,Marketing,1,809,3,Female,81,2,1,Manufacturing Director,4.0,Single,6877.0,15734,0,Y,No,21,4,1,80,1,4,3,2,40,12,11,15
43,Yes,Non-Travel,854,Research & Development,1,4,Medical,1,810,1,Male,95,3,1,Manager,3.0,Single,15635.0,12197,1,Y,Yes,23,3,4,80,0,17,1,1,20,15,2,6
31,No,Non-Travel,882,Human Resources,26,5,Medical,1,811,3,Male,86,3,5,Sales Representative,1.0,Single,1813.0,5856,0,Y,Yes,19,3,4,80,1,40,2,1,34,18,10,7
24,No,Travel_Frequently,1126,Research & Development,26,1,Life Sciences,1,812,1,Female,86,4,1,Human Resources,3.0,Single,18727.0,13837,8,Y,No,21,3,3,80,3,33,0,3,38,9,1,6
20,No,Travel_Rarely,647,Research & Development,25,4,Life Sciences,1,813,2,Female,81,1,1,Healthcare Representative,1.0,Married,1676.0,12181,3,Y,Yes,14,3,1,80,0,24,0,2,14,11,11,4
40,Yes,Travel_Rarely,180,Sales,16,4,Medical,1,814,2,Male,64,3,3,Research Director,4.0,Married,1393.0,14216,6,Y,No,12,3,1,80,3,33,1,3,11,6,11,6
60,No,Travel_Rarely,1361,Sales,15,4,Medical,1,815,2,Male,43,3,3,Research Director,2.0,Married,12325.0,17935,4,Y,No,11,4,2,80,3,14,5,2,33,13,2,17
35,No,Travel_Rarely,435,Research & Development,26,4,Life Sciences,1,816,2,Female,43,4,4,Human Resources,4.0,Married,4449.0,26718,6,Y,No,16,3,4,80,2,3,2,4,7,9,9,17
55,Yes,Travel_Rarely,990,Research & Development,15,3,Medical,1,817,2,Male,62,4,3,Laboratory Technician,3.0,Single,17405.0,12136,6,Y,No,15,3,3,80,1,3,4,1,36,7,3,15
52,No,Travel_Rarely,1474,Research & Development,12,5,Life Sciences,1,818,1,Female,81,1,4,Laboratory Technician,2.0,Single,8735.0,25388,0,Y,No,16,3,2,80,0,24,1,3,29,14,14,6
32,No,Non-Travel,1223,Sales,16,5,Medical,1,819,2,Male,30,2,4,Human Resources,3.0,Divorced,12208.0,8267,0,Y,No,17,3,3,80,2,40,6,3,2,15,14,1
42,No,Travel_Frequently,1207,Sales,14,1,Other,1,820,1,Male,63,2,1,Sales Representative,1.0,Married,6412.0,20610,2,Y,No,19,4,1,80,0,12,3,4,29,7,10,16
54,No,Travel_Frequently,603,Research & Development,29,2,Life Sciences,1,821,2,Male,48,1,3,Manufacturing Director,3.0,Married,7160.0,9026,9,Y,No,20,3,4,80,3,24,2,4,28,3,1,7
45,No,Travel_Rarely,866,Sales,24,3,Other,1,822,1,Female,53,2,1,Sales Executive,4.0,Single,13368.0,20003,1,Y,No,20,3,3,80,0,2,2,1,0,16,1,1
27,No,Travel_Rarely,1022,Research & Development,15,1,Life Sciences,1,823,1,Female,33,4,3,Sales Representative,4.0,Married,16236.0,18806,6,Y,No,21,3,2,80,0,34,1,1,15,3,2,17
56,No,Travel_Rarely,651,Sales,23,1,Life Sciences,1,824,1,Female,65,4,1,Manager,4.0,Single,11066.0,4751,2,Y,Yes,16,4,1,80,2,8,5,2,30,10,1,8
34,Yes,Travel_Rarely,115,Sales,15,4,Marketing,1,825,3,Female,87,4,1,Laboratory Technician,2.0,Divorced,1109.0,10873,6,Y,No,16,3,3,80,1,13,2,2,9,12,13,11
56,No,Travel_Rarely,493,Research & Development,19,2,Life Sciences,1,826,1,Male,61,2,1,Healthcare Representative,3.0,Married,5987.0,24450,8,Y,No,23,3,3,80,0,21,2,4,29,5,5,7
39,No,Travel_Rarely,1472,Research & Development,8,2,Life Sciences,1,827,1,Male,38,2,5,Laboratory Technician,2.0,Single,10513.0,23846,0,Y,No,13,3,2,80,3,8,3,1,25,13,1,7
43,No,Non-Travel,411,Research & Development,2,3,Life Sciences,1,828,2,Female,96,3,1,Research Director,3.0,Divorced,11997.0,24449,2,Y,Yes,23,3,3,80,3,23,5,1,11,6,0,9
42,Yes,Travel_Rarely,487,Sales,2,2,Life Sciences,1,829,1,Female,49,3,2,Healthcare Representative,1.0,Married,15540.0,21683,5,Y,Yes,18,3,1,80,2,22,3,4,39,11,15,17
34,No,Travel_Rarely,1334,Research & Development,27,1,Life Sciences,1,830,1,Female,91,3,2,Manager,3.0,Married,7543.0,8927,8,Y,No,19,3,3,80,3,36,4,4,4,0,7,14
30,No,Travel_Rarely,1482,Sales,10,2,Life Sciences,1,831,4,Female,87,2,2,Research Scientist,3.0,Single,17842.0,24619,4,Y,Yes,11,3,4,80,0,14,3,3,8,9,9,10
37,No,Travel_Rarely,1075,Research & Development,3,2,Medical,1,832,3,Male,51,3,4,Research Director,3.0,Single,12640.0,26010,2,Y,No,16,3,4,80,1,35,6,4,10,0,14,13
42,No,Travel_Rarely,1219,Human Resources,23,5,Life Sciences,1,833,4,Male,96,4,1,Human Resources,3.0,Single,12702.0,10001,7,Y,No,17,3,2,80,0,13,4,3,22,15,3,14
21,No,Non-Travel,1218,Sales,17,1,Medical,1,834,2,Female,77,2,2,Laboratory Technician,1.0,Single,4176.0,3692,4,Y,No,21,3,4,80,2,19,3,2,16,6,1,13
27,No,Travel_Rarely,441,Human Resources,8,2,Life Sciences,1,835,3,Male,37,1,4,Manager,2.0,Married,6389.0,5945,5,Y,Yes,18,3,4,80,3,38,4,4,12,5,3,11
20,No,Travel_Rarely,698,Sales,28,2,Life Sciences,1,836,3,Male,44,2,2,Manager,4.0,Married,14832.0,9676,1,Y,Yes,22,4,3,80,0,35,5,4,16,17,10,3
58,No,Travel_Rarely,858,Research & Development,23,4,Life Sciences,1,837,4,Female,61,3,3,Research Scientist,3.0,Married,12638.0,13103,3,Y,No,20,3,1,80,0,26,3,4,22,3,1,2
35,No,Travel_Rarely,1147,Research & Development,4,2,Marketing,1,838,3,Male,82,2,5,Research Director,4.0,Divorced,4865.0,9917,0,Y,No,21,3,1,80,3,16,3,3,38,15,10,11
53,No,Travel_Rarely,392,Human Resources,14,2,Medical,1,839,4,Female,96,3,1,Healthcare Representative,4.0,Single,2084.0,6701,3,Y,No,18,3,3,80,1,25,1,4,8,0,15,6
39,No,Travel_Frequently,407,Sales,21,5,Medical,1,840,1,Male,33,3,5,Research Director,4.0,Divorced,16764.0,7601,0,Y,No,17,3,4,80,1,40,3,4,17,1,4,6
51,No,Travel_Rarely,735,Research & Development,10,1,Life Sciences,1,841,4,Female,59,1,5,Research Director,4.0,Divorced,11923.0,8028,3,Y,No,18,3,3,80,1,3,4,1,17,15,6,13
25,No,Travel_Rarely,1253,Human Resources,29,3,Marketing,1,842,3,Female,42,1,3,Laboratory Technician,3.0,Married,1710.0,11297,1,Y,Yes,21,3,4,80,3,2,1,1,29,8,5,0
57,No,Travel_Rarely,726,Research & Development,1,1,Life Sciences,1,843,3,Male,50,4,3,Healthcare Representative,4.0,Single,4357.0,24046,5,Y,No,19,3,4,80,0,18,4,1,25,14,1,6
36,No,Travel_Rarely,1040,Research & Development,4,4,Life Sciences,1,844,2,Male,70,3,3,Sales Representative,3.0,Married,9194.0,6753,5,Y,Yes,20,3,4,80,2,40,3,4,17,15,10,9
59,No,Travel_Frequently,1398,Sales,1,1,Medical,1,845,2,Male,48,2,4,Healthcare Representative,1.0,Married,7845.0,6492,7,Y,Yes,17,3,1,80,0,39,3,1,20,8,12,17
58,No,Travel_Rarely,949,Research & Development,17,2,Life Sciences,1,846,2,Male,77,1,2,Manager,2.0,Divorced,14313.0,8336,8,Y,No,13,3,2,80,3,38,4,2,40,6,3,12
54,No,Travel_Rarely,543,Sales,26,4,Human Resources,1,847,2,Male,92,1,1,Research Scientist,2.0,Single,11647.0,12890,7,Y,No,19,3,1,80,3,6,5,1,40,9,15,7
23,No,Travel_Rarely,604,Sales,17,1,Life Sciences,1,848,3,Male,49,3,3,Research Director,3.0,Married,3258.0,16471,0,Y,No,11,3,4,80,0,35,5,4,32,6,7,8
43,No,Travel_Rarely,231,Research & Development,7,4,Human Resources,1,849,2,Male,93,2,1,Healthcare Representative,3.0,Married,11714.0,8705,2,Y,No,24,3,3,80,3,18,6,1,13,12,11,14
51,No,Travel_Rarely,1257,Research & Development,23,3,Medical,1,850,4,Male,66,1,1,Manager,2.0,Single,10383.0,16869,5,Y,Yes,18,3,3,80,0,11,5,1,9,1,15,7
23,No,Travel_Rarely,698,Human Resources,20,1,Other,1,851,1,Male,60,1,1,Sales Executive,4.0,Married,9127.0,8806,0,Y,No,16,3,4,80,0,19,2,1,27,11,13,0
54,No,Travel_Rarely,963,Research & Development,15,2,Life Sciences,1,852,3,Female,47,2,3,Research Scientist,3.0,Single,3560.0,20501,7,Y,No,21,3,2,80,1,37,1,2,13,12,13,2
50,Yes,Travel_Frequently,694,Research & Development,13,4,Life Sciences,1,853,2,Male,49,1,3,Manufacturing Director,4.0,Married,13559.0,24654,5,Y,Yes,13,3,1,80,3,11,1,2,18,2,6,8
39,No,Travel_Rarely,1100,Research & Development,28,5,Marketing,1,854,3,Female,40,2,2,Human Resources,3.0,Divorced,3223.0,6601,0,Y,No,19,3,1,80,3,28,5,3,25,10,6,14
38,No,Non-Travel,426,Research & Development,2,4,Life Sciences,1,855,2,Female,73,3,3,Manager,3.0,Single,9543.0,16031,9,Y,No,16,3,4,80,1,29,3,4,9,7,11,13
23,No,Travel_Rarely,1194,Sales,28,5,Medical,1,856,3,Female,93,1,3,Research Director,1.0,Married,18110.0,21663,1,Y,No,17,3,4,80,1,19,1,2,16,10,11,0
23,No,Non-Travel,549,Research & Development,19,2,Human Resources,1,857,2,Female,63,3,1,Research Scientist,1.0,Single,3469.0,14437,5,Y,No,21,3,2,80,1,3,4,2,33,17,3,2
21,No,Travel_Frequently,920,Sales,24,3,Life Sciences,1,858,1,Male,94,2,2,Healthcare Representative,2.0,Married,12937.0,26201,9,Y,No,12,3,1,80,2,1,3,2,13,6,0,1
47,No,Travel_Rarely,1290,Research & Development,13,5,Medical,1,859,2,Female,84,3,5,Sales Executive,1.0,Divorced,4264.0,16129,7,Y,No,11,3,2,80,3,29,1,4,25,11,6,0
28,No,Travel_Frequently,810,Research & Development,24,3,Medical,1,860,4,Male,30,3,3,Manufacturing Director,1.0,Married,6343.0,13627,4,Y,No,11,3,1,80,0,22,0,3,33,5,5,17
47,No,Travel_Rarely,366,Research & Development,11,4,Life Sciences,1,861,3,Female,67,3,3,Sales Executive,2.0,Divorced,13290.0,18673,0,Y,No,13,3,2,80,0,5,1,4,18,9,7,0
48,No,Non-Travel,713,Research & Development,27,2,Life Sciences,1,862,3,Female,38,4,5,Human Resources,4.0,Married,7839.0,17532,9,Y,No,21,3,2,80,0,17,5,1,23,14,10,8
41,Yes,Travel_Rarely,1467,Sales,22,5,Other,1,863,4,Male,46,2,1,Research Scientist,1.0,Single,,16062,1,Y,No,13,3,2,80,3,21,4,3,30,14,12,6
26,No,Travel_Rarely,933,Research & Development,15,4,Life Sciences,1,864,4,Male,81,2,2,Sales Representative,4.0,Divorced,7949.0,19584,3,Y,Yes,18,3,3,80,2,36,1,1,39,18,4,12
20,No,Travel_Rarely,1403,Sales,10,1,Medical,1,865,1,Male,47,2,1,Laboratory Technician,2.0,Single,11731.0,21267,3,Y,No,17,4,3,80,3,3,6,2,5,5,7,16
48,No,Non-Travel,775,Research & Development,9,4,Life Sciences,1,866,3,Female,92,2,4,Research Scientist,3.0,Single,4641.0,12470,6,Y,No,20,3,3,80,3,10,2,4,19,18,9,12
57,Yes,Travel_Rarely,258,Research & Development,27,3,Technical Degree,1,867,1,Male,62,2,3,Manufacturing Director,4.0,Married,17038.0,23262,1,Y,Yes,18,4,1,80,3,40,5,1,38,14,10,12
54,Yes,Travel_Rarely,352,Research & Development,28,2,Life Sciences,1,868,3,Male,33,1,4,Sales Representative,2.0,Divorced,1023.0,2812,6,Y,No,11,3,2,80,3,34,6,3,33,17,13,9
53,No,Travel_Frequently,979,Sales,9,2,Medical,1,869,3,Male,81,1,3,Sales Representative,4.0,Married,12590.0,9170,6,Y,Yes,14,3,4,80,3,10,6,1,21,1,7,5
41,Yes,Travel_Frequently,631,Sales,20,4,Medical,1,870,1,Male,38,1,4,Human Resources,2.0,Single,15166.0,6089,6,Y,Yes,18,3,4,80,2,33,2,1,6,6,15,4
48,No,Travel_Rarely,428,Sales,28,1,Life Sciences,1,871,3,Female,93,3,5,Laboratory Technician,2.0,Divorced,12515.0,2399,2,Y,No,20,3,1,80,1,8,3,2,32,4,8,9
23,No,Travel_Rarely,1062,Research & Development,1,3,Life Sciences,1,872,3,Female,59,3,3,Sales Representative,3.0,Married,9217.0,23908,5,Y,No,12,3,1,80,0,30,2,1,5,2,0,13
19,No,Travel_Rarely,996,Human Resources,17,4,Medical,1,873,1,Male,37,2,3,Manager,4.0,Divorced,10980.0,10673,5,Y,No,17,3,4,80,3,31,4,1,15,5,2,10
37,Yes,Travel_Rarely,198,Sales,12,4,Marketing,1,874,2,Male,34,4,4,Sales Representative,3.0,Married,19342.0,11010,3,Y,Yes,18,3,2,80,3,34,0,2,7,5,11,4
45,No,Travel_Rarely,614,Research & Development,10,2,Life Sciences,1,875,1,Male,92,2,2,Sales Representative,3.0,Married,9281.0,16271,0,Y,No,24,4,3,80,3,10,0,3,22,0,11,3
